number,generation,index_within_generation,parent,r_coord,theta_coord,weight
2508,6,386,8262,2.43,114.0,0.01
2509,4,643,9261,1.47,117.5,0.01
2510,8,492,5085,4.83,66.75,0.01
2511,8,493,4086,4.3500000000000005,65.83333333333333,0.01
2512,5,334,3996,24.51,65.45454545454545,0.01
2513,8,494,4086,4.3500000000000005,66.66666666666667,0.01
2514,3,156,4176,36.99,66.25,0.01
2515,4,644,4266,1.47,62.5,0.01
2516,6,387,5265,5.91,67.5,0.01
2517,4,645,6264,29.79,73.75,0.01
2518,7,416,7263,2.91,88.75,0.01
2519,6,388,8262,2.43,115.5,0.01
2520,7,417,4995,2.83,68.14285714285714,0.01
2521,5,335,3996,24.51,66.81818181818181,0.01
2522,7,418,2997,2.27,70.71428571428571,0.01
2523,4,646,3087,23.91,70.71428571428571,0.01
2524,6,389,3177,1.71,68.57142857142857,0.01
2525,7,419,3267,0.45,60.0,0.01
2526,4,647,4266,1.47,65.0,0.01
2527,6,390,5265,5.91,69.0,0.01
2528,4,648,6264,29.79,75.0,0.01
2529,7,420,7263,2.91,90.0,0.01
2530,8,495,5085,4.83,67.5,0.01
2531,8,496,4086,4.3500000000000005,67.5,0.01
2532,4,649,3087,23.91,71.78571428571429,0.01
2533,7,421,2997,2.27,72.32142857142857,0.01
2534,4,650,3087,23.91,72.85714285714286,0.01
2535,6,391,3177,1.71,70.71428571428571,0.01
2536,3,157,4176,36.99,67.5,0.01
2537,8,497,5175,3.63,68.0,0.01
2538,2,80,6174,99.92,73.125,0.01
2539,6,392,7173,13.47,90.0,0.01
2540,8,498,5175,3.63,69.0,0.01
2541,3,158,4176,36.99,68.75,0.01
2542,6,393,3177,1.71,72.85714285714286,0.01
2543,4,651,3087,23.91,73.92857142857143,0.01
2544,7,422,2997,2.27,73.92857142857143,0.01
2545,4,652,3087,23.91,75.0,0.01
2546,8,499,4086,4.3500000000000005,68.33333333333333,0.01
2547,8,500,5085,4.83,68.25,0.01
2548,8,501,6084,4.83,74.25,0.01
2549,4,653,7083,4.3500000000000005,92.5,0.01
2550,6,394,5265,5.91,70.5,0.01
2551,4,654,4266,1.47,67.5,0.01
2552,7,423,3267,0.45,68.57142857142857,0.01
2553,6,395,3177,1.71,75.0,0.01
2554,4,655,3087,23.91,76.07142857142857,0.01
2555,7,424,2997,2.27,75.53571428571429,0.01
2556,5,336,3996,24.51,68.18181818181819,0.01
2557,7,425,4995,2.83,69.42857142857143,0.01
2558,7,426,5994,7.79,76.76470588235294,0.01
2559,5,337,6993,2.43,96.0,0.01
2560,4,656,6264,29.79,76.25,0.01
2561,6,396,5265,5.91,72.0,0.01
2562,4,657,4266,1.47,70.0,0.01
2563,3,159,4176,36.99,70.0,0.01
2564,8,502,4086,4.3500000000000005,69.16666666666667,0.01
2565,5,338,3996,24.51,69.54545454545455,0.01
2566,8,503,4086,4.3500000000000005,70.0,0.01
2567,8,504,5085,4.83,69.0,0.01
2568,8,505,6084,4.83,75.0,0.01
2569,4,658,7083,4.3500000000000005,93.33333333333333,0.01
2570,7,427,7263,2.91,91.25,0.01
2571,4,659,6264,29.79,77.5,0.01
2572,6,397,5265,5.91,73.5,0.01
2573,8,506,5175,3.63,70.0,0.01
2574,8,507,5085,4.83,69.75,0.01
2575,7,428,4995,2.83,70.71428571428571,0.01
2576,8,508,5085,4.83,70.5,0.01
2577,8,509,5175,3.63,71.0,0.01
2578,2,81,6174,99.92,74.0625,0.01
2579,6,398,7173,13.47,91.0,0.01
2580,6,399,8262,2.43,117.0,0.01
2581,7,429,7263,2.91,92.5,0.01
2582,4,660,6264,29.79,78.75,0.01
2583,2,82,6174,99.92,75.0,0.01
2584,8,510,6084,4.83,75.75,0.01
2585,7,430,5994,7.79,78.08823529411765,0.01
2586,8,511,6084,4.83,76.5,0.01
2587,2,83,6174,99.92,75.9375,0.01
2588,4,661,6264,29.79,80.0,0.01
2589,7,431,7263,2.91,93.75,0.01
2590,4,662,9261,1.47,120.0,0.01
2591,6,400,8262,2.43,118.5,0.01
2592,7,432,7263,2.91,95.0,0.01
2593,6,401,7173,13.47,92.0,0.01
2594,4,663,7083,4.3500000000000005,94.16666666666667,0.01
2595,5,339,6993,2.43,97.5,0.01
2596,4,664,7083,4.3500000000000005,95.0,0.01
2597,6,402,7173,13.47,93.0,0.01
2598,7,433,7263,2.91,96.25,0.01
2599,4,665,7353,2.19,96.66666666666667,0.01
2600,2,84,6174,99.92,76.875,0.01
2601,8,512,6084,4.83,77.25,0.01
2602,7,434,5994,7.79,79.41176470588235,0.01
2603,8,513,6084,4.83,78.0,0.01
2604,2,85,6174,99.92,77.8125,0.01
2605,4,666,6264,29.79,81.25,0.01
2606,5,340,6354,19.95,82.5,0.01
2607,4,667,7353,2.19,98.33333333333333,0.01
2608,3,160,8352,34.89,120.0,0.01
2609,8,514,9351,1.23,123.0,0.01
2610,8,515,6084,4.83,78.75,0.01
2611,8,516,5085,4.83,71.25,0.01
2612,7,435,4995,2.83,72.0,0.01
2613,8,517,5085,4.83,72.0,0.01
2614,8,518,5175,3.63,72.0,0.01
2615,6,403,5265,5.91,75.0,0.01
2616,6,404,5355,11.790000000000001,75.0,0.01
2617,5,341,6354,19.95,84.375,0.01
2618,4,668,7353,2.19,100.0,0.01
2619,3,161,8352,34.89,121.875,0.01
2620,7,436,5994,7.79,80.73529411764706,0.01
2621,7,437,4995,2.83,73.28571428571429,0.01
2622,5,342,3996,24.51,70.9090909090909,0.01
2623,8,519,4086,4.3500000000000005,70.83333333333333,0.01
2624,3,162,4176,36.99,71.25,0.01
2625,4,669,4266,1.47,72.5,0.01
2626,5,343,4356,0.39,70.0,0.01
2627,6,405,5355,11.790000000000001,78.0,0.01
2628,5,344,6354,19.95,86.25,0.01
2629,4,670,7353,2.19,101.66666666666667,0.01
2630,8,520,6084,4.83,79.5,0.01
2631,8,521,5085,4.83,72.75,0.01
2632,8,522,4086,4.3500000000000005,71.66666666666667,0.01
2633,5,345,3996,24.51,72.27272727272727,0.01
2634,8,523,4086,4.3500000000000005,72.5,0.01
2635,3,163,4176,36.99,72.5,0.01
2636,4,671,4266,1.47,75.0,0.01
2637,6,406,5265,5.91,76.5,0.01
2638,4,672,6264,29.79,82.5,0.01
2639,7,438,7263,2.91,97.5,0.01
2640,2,86,6174,99.92,78.75,0.01
2641,8,524,5175,3.63,73.0,0.01
2642,3,164,4176,36.99,73.75,0.01
2643,8,525,4086,4.3500000000000005,73.33333333333333,0.01
2644,5,346,3996,24.51,73.63636363636364,0.01
2645,8,526,4086,4.3500000000000005,74.16666666666667,0.01
2646,3,165,4176,36.99,75.0,0.01
2647,8,527,5175,3.63,74.0,0.01
2648,2,87,6174,99.92,79.6875,0.01
2649,6,407,7173,13.47,94.0,0.01
2650,4,673,6264,29.79,83.75,0.01
2651,6,408,5265,5.91,78.0,0.01
2652,4,674,4266,1.47,77.5,0.01
2653,3,166,4176,36.99,76.25,0.01
2654,8,528,4086,4.3500000000000005,75.0,0.01
2655,5,347,3996,24.51,75.0,0.01
2656,8,529,4086,4.3500000000000005,75.83333333333333,0.01
2657,8,530,5085,4.83,73.5,0.01
2658,8,531,6084,4.83,80.25,0.01
2659,4,675,7083,4.3500000000000005,95.83333333333333,0.01
2660,5,348,6354,19.95,88.125,0.01
2661,6,409,5355,11.790000000000001,81.0,0.01
2662,5,349,4356,0.39,80.0,0.01
2663,4,676,4266,1.47,80.0,0.01
2664,3,167,4176,36.99,77.5,0.01
2665,8,532,4086,4.3500000000000005,76.66666666666667,0.01
2666,5,350,3996,24.51,76.36363636363636,0.01
2667,7,439,4995,2.83,74.57142857142857,0.01
2668,7,440,5994,7.79,82.05882352941177,0.01
2669,5,351,6993,2.43,99.0,0.01
2670,4,677,7353,2.19,103.33333333333333,0.01
2671,5,352,6354,19.95,90.0,0.01
2672,6,410,5355,11.790000000000001,84.0,0.01
2673,6,411,5265,5.91,79.5,0.01
2674,8,533,5175,3.63,75.0,0.01
2675,8,534,5085,4.83,74.25,0.01
2676,7,441,4995,2.83,75.85714285714286,0.01
2677,8,535,5085,4.83,75.0,0.01
2678,8,536,6084,4.83,81.0,0.01
2679,4,678,7083,4.3500000000000005,96.66666666666667,0.01
2680,3,168,8352,34.89,123.75,0.01
2681,4,679,7353,2.19,105.0,0.01
2682,5,353,6354,19.95,91.875,0.01
2683,4,680,6264,29.79,85.0,0.01
2684,2,88,6174,99.92,80.625,0.01
2685,8,537,6084,4.83,81.75,0.01
2686,7,442,5994,7.79,83.38235294117646,0.01
2687,8,538,6084,4.83,82.5,0.01
2688,2,89,6174,99.92,81.5625,0.01
2689,6,412,7173,13.47,95.0,0.01
2690,8,539,9351,1.23,126.0,0.01
2691,3,169,8352,34.89,125.625,0.01
2692,4,681,7353,2.19,106.66666666666667,0.01
2693,7,443,7263,2.91,98.75,0.01
2694,6,413,7173,13.47,96.0,0.01
2695,4,682,7083,4.3500000000000005,97.5,0.01
2696,5,354,6993,2.43,100.5,0.01
2697,4,683,7083,4.3500000000000005,98.33333333333333,0.01
2698,6,414,7173,13.47,97.0,0.01
2699,7,444,7263,2.91,100.0,0.01
2700,6,415,7173,13.47,98.0,0.01
2701,4,684,7083,4.3500000000000005,99.16666666666667,0.01
2702,5,355,6993,2.43,102.0,0.01
2703,4,685,7083,4.3500000000000005,100.0,0.01
2704,6,416,7173,13.47,99.0,0.01
2705,7,445,7263,2.91,101.25,0.01
2706,4,686,7353,2.19,108.33333333333333,0.01
2707,6,417,7443,15.99,110.0,0.01
2708,8,540,8442,1.47,130.0,0.01
2709,8,541,9441,0.99,131.25,0.01
2710,4,687,7083,4.3500000000000005,100.83333333333333,0.01
2711,8,542,6084,4.83,83.25,0.01
2712,7,446,5994,7.79,84.70588235294117,0.01
2713,8,543,6084,4.83,84.0,0.01
2714,2,90,6174,99.92,82.5,0.01
2715,4,688,6264,29.79,86.25,0.01
2716,5,356,6354,19.95,93.75,0.01
2717,6,418,6444,0.99,93.75,0.01
2718,6,419,7443,15.99,112.5,0.01
2719,8,544,8442,1.47,132.5,0.01
2720,5,357,6993,2.43,103.5,0.01
2721,7,447,5994,7.79,86.02941176470588,0.01
2722,7,448,4995,2.83,77.14285714285714,0.01
2723,8,545,5085,4.83,75.75,0.01
2724,8,546,5175,3.63,76.0,0.01
2725,6,420,5265,5.91,81.0,0.01
2726,6,421,5355,11.790000000000001,87.0,0.01
2727,6,422,5445,0.33,84.0,0.01
2728,6,423,6444,0.99,97.5,0.01
2729,6,424,7443,15.99,115.0,0.01
2730,4,689,7083,4.3500000000000005,101.66666666666667,0.01
2731,8,547,6084,4.83,84.75,0.01
2732,8,548,5085,4.83,76.5,0.01
2733,7,449,4995,2.83,78.42857142857143,0.01
2734,8,549,5085,4.83,77.25,0.01
2735,8,550,5175,3.63,77.0,0.01
2736,6,425,5265,5.91,82.5,0.01
2737,6,426,5355,11.790000000000001,90.0,0.01
2738,5,358,6354,19.95,95.625,0.01
2739,4,690,7353,2.19,110.0,0.01
2740,6,427,7173,13.47,100.0,0.01
2741,2,91,6174,99.92,83.4375,0.01
2742,8,551,5175,3.63,78.0,0.01
2743,8,552,5085,4.83,78.0,0.01
2744,7,450,4995,2.83,79.71428571428571,0.01
2745,8,553,5085,4.83,78.75,0.01
2746,8,554,5175,3.63,79.0,0.01
2747,6,428,5265,5.91,84.0,0.01
2748,4,691,6264,29.79,87.5,0.01
2749,7,451,7263,2.91,102.5,0.01
2750,7,452,7263,2.91,103.75,0.01
2751,4,692,6264,29.79,88.75,0.01
2752,6,429,5265,5.91,85.5,0.01
2753,8,555,5175,3.63,80.0,0.01
2754,8,556,5085,4.83,79.5,0.01
2755,7,453,4995,2.83,81.0,0.01
2756,8,557,5085,4.83,80.25,0.01
2757,8,558,5175,3.63,81.0,0.01
2758,2,92,6174,99.92,84.375,0.01
2759,6,430,7173,13.47,101.0,0.01
2760,4,693,7353,2.19,111.66666666666667,0.01
2761,5,359,6354,19.95,97.5,0.01
2762,6,431,5355,11.790000000000001,93.0,0.01
2763,6,432,5265,5.91,87.0,0.01
2764,8,559,5175,3.63,82.0,0.01
2765,8,560,5085,4.83,81.0,0.01
2766,7,454,4995,2.83,82.28571428571429,0.01
2767,8,561,5085,4.83,81.75,0.01
2768,8,562,6084,4.83,85.5,0.01
2769,4,694,7083,4.3500000000000005,102.5,0.01
2770,6,433,7443,15.99,117.5,0.01
2771,6,434,6444,0.99,101.25,0.01
2772,6,435,5445,0.33,96.0,0.01
2773,6,436,5355,11.790000000000001,96.0,0.01
2774,6,437,5265,5.91,88.5,0.01
2775,8,563,5175,3.63,83.0,0.01
2776,8,564,5085,4.83,82.5,0.01
2777,7,455,4995,2.83,83.57142857142857,0.01
2778,7,456,5994,7.79,87.3529411764706,0.01
2779,5,360,6993,2.43,105.0,0.01
2780,8,565,8442,1.47,135.0,0.01
2781,6,438,7443,15.99,120.0,0.01
2782,6,439,6444,0.99,105.0,0.01
2783,5,361,6354,19.95,99.375,0.01
2784,4,695,6264,29.79,90.0,0.01
2785,2,93,6174,99.92,85.3125,0.01
2786,8,566,6084,4.83,86.25,0.01
2787,7,457,5994,7.79,88.67647058823529,0.01
2788,8,567,6084,4.83,87.0,0.01
2789,4,696,7083,4.3500000000000005,103.33333333333333,0.01
2790,8,568,9441,0.99,135.0,0.01
2791,8,569,8442,1.47,137.5,0.01
2792,6,440,7443,15.99,122.5,0.01
2793,4,697,7353,2.19,113.33333333333333,0.01
2794,7,458,7263,2.91,105.0,0.01
2795,6,441,7173,13.47,102.0,0.01
2796,4,698,7083,4.3500000000000005,104.16666666666667,0.01
2797,5,362,6993,2.43,106.5,0.01
2798,4,699,7083,4.3500000000000005,105.0,0.01
2799,6,442,7173,13.47,103.0,0.01
2800,7,459,8172,13.950000000000001,117.5,0.01
2801,4,700,8082,19.47,121.07142857142857,0.01
2802,7,460,7992,7.63,125.21739130434783,0.01
2803,4,701,8082,19.47,122.14285714285714,0.01
2804,7,461,8172,13.950000000000001,118.75,0.01
2805,6,443,8262,2.43,120.0,0.01
2806,3,170,8352,34.89,127.5,0.01
2807,8,570,8442,1.47,140.0,0.01
2808,3,171,8532,24.27,146.25,0.01
2809,8,571,9531,0.75,145.0,0.01
2810,4,702,8082,19.47,123.21428571428571,0.01
2811,4,703,7083,4.3500000000000005,105.83333333333333,0.01
2812,5,363,6993,2.43,108.0,0.01
2813,4,704,7083,4.3500000000000005,106.66666666666667,0.01
2814,6,444,7173,13.47,104.0,0.01
2815,7,462,7263,2.91,106.25,0.01
2816,4,705,7353,2.19,115.0,0.01
2817,6,445,7443,15.99,125.0,0.01
2818,4,706,7533,0.75,125.0,0.01
2819,3,172,8532,24.27,150.0,0.01
2820,7,463,7992,7.63,127.17391304347827,0.01
2821,5,364,6993,2.43,109.5,0.01
2822,7,464,5994,7.79,90.0,0.01
2823,8,572,6084,4.83,87.75,0.01
2824,2,94,6174,99.92,86.25,0.01
2825,4,707,6264,29.79,91.25,0.01
2826,5,365,6354,19.95,101.25,0.01
2827,6,446,6444,0.99,108.75,0.01
2828,5,366,6534,0.27,105.0,0.01
2829,4,708,7533,0.75,130.0,0.01
2830,4,709,8082,19.47,124.28571428571429,0.01
2831,4,710,7083,4.3500000000000005,107.5,0.01
2832,8,573,6084,4.83,88.5,0.01
2833,7,465,5994,7.79,91.32352941176471,0.01
2834,8,574,6084,4.83,89.25,0.01
2835,2,95,6174,99.92,87.1875,0.01
2836,4,711,6264,29.79,92.5,0.01
2837,5,367,6354,19.95,103.125,0.01
2838,6,447,6444,0.99,112.5,0.01
2839,6,448,7443,15.99,127.5,0.01
2840,7,466,8172,13.950000000000001,120.0,0.01
2841,6,449,7173,13.47,105.0,0.01
2842,2,96,6174,99.92,88.125,0.01
2843,8,575,6084,4.83,90.0,0.01
2844,7,467,5994,7.79,92.6470588235294,0.01
2845,8,576,6084,4.83,90.75,0.01
2846,2,97,6174,99.92,89.0625,0.01
2847,4,712,6264,29.79,93.75,0.01
2848,5,368,6354,19.95,105.0,0.01
2849,4,713,7353,2.19,116.66666666666667,0.01
2850,6,450,8262,2.43,121.5,0.01
2851,7,468,7263,2.91,107.5,0.01
2852,4,714,6264,29.79,95.0,0.01
2853,2,98,6174,99.92,90.0,0.01
2854,8,577,6084,4.83,91.5,0.01
2855,7,469,5994,7.79,93.97058823529412,0.01
2856,8,578,6084,4.83,92.25,0.01
2857,2,99,6174,99.92,90.9375,0.01
2858,4,715,6264,29.79,96.25,0.01
2859,7,470,7263,2.91,108.75,0.01
2860,3,173,8352,34.89,129.375,0.01
2861,4,716,7353,2.19,118.33333333333333,0.01
2862,5,369,6354,19.95,106.875,0.01
2863,4,717,6264,29.79,97.5,0.01
2864,2,100,6174,99.92,91.875,0.01
2865,8,579,6084,4.83,93.0,0.01
2866,7,471,5994,7.79,95.29411764705883,0.01
2867,8,580,6084,4.83,93.75,0.01
2868,2,101,6174,99.92,92.8125,0.01
2869,6,451,7173,13.47,106.0,0.01
2870,8,581,8442,1.47,142.5,0.01
2871,6,452,7443,15.99,130.0,0.01
2872,6,453,6444,0.99,116.25,0.01
2873,5,370,6354,19.95,108.75,0.01
2874,4,718,6264,29.79,98.75,0.01
2875,2,102,6174,99.92,93.75,0.01
2876,8,582,6084,4.83,94.5,0.01
2877,7,472,5994,7.79,96.61764705882354,0.01
2878,8,583,6084,4.83,95.25,0.01
2879,4,719,7083,4.3500000000000005,108.33333333333333,0.01
2880,3,174,8532,24.27,153.75,0.01
2881,4,720,7533,0.75,135.0,0.01
2882,5,371,6534,0.27,120.0,0.01
2883,6,454,6444,0.99,120.0,0.01
2884,5,372,6354,19.95,110.625,0.01
2885,4,721,6264,29.79,100.0,0.01
2886,2,103,6174,99.92,94.6875,0.01
2887,8,584,6084,4.83,96.0,0.01
2888,7,473,5994,7.79,97.94117647058823,0.01
2889,5,373,6993,2.43,111.0,0.01
2890,8,585,9531,0.75,150.0,0.01
2891,3,175,8532,24.27,157.5,0.01
2892,4,722,7533,0.75,140.0,0.01
2893,6,455,7443,15.99,132.5,0.01
2894,4,723,7353,2.19,120.0,0.01
2895,7,474,7263,2.91,110.0,0.01
2896,6,456,7173,13.47,107.0,0.01
2897,4,724,7083,4.3500000000000005,109.16666666666667,0.01
2898,5,374,6993,2.43,112.5,0.01
2899,4,725,7083,4.3500000000000005,110.0,0.01
2900,4,726,9171,1.71,122.14285714285714,0.01
2901,5,375,9081,1.95,127.5,0.01
2902,5,376,8991,1.79,131.53846153846155,0.01
2903,5,377,9081,1.95,129.375,0.01
2904,4,727,9171,1.71,124.28571428571429,0.01
2905,4,728,9261,1.47,122.5,0.01
2906,8,586,9351,1.23,129.0,0.01
2907,8,587,9441,0.99,138.75,0.01
2908,8,588,9531,0.75,155.0,0.01
2909,4,729,9621,3.33,165.0,0.01
2910,5,378,9081,1.95,131.25,0.01
2911,4,730,8082,19.47,125.35714285714286,0.01
2912,7,475,7992,7.63,129.1304347826087,0.01
2913,4,731,8082,19.47,126.42857142857143,0.01
2914,7,476,8172,13.950000000000001,121.25,0.01
2915,6,457,8262,2.43,123.0,0.01
2916,3,176,8352,34.89,131.25,0.01
2917,8,589,8442,1.47,145.0,0.01
2918,3,177,8532,24.27,161.25,0.01
2919,6,458,8622,0.51,165.0,0.01
2920,5,379,8991,1.79,135.0,0.01
2921,7,477,7992,7.63,131.08695652173913,0.01
2922,5,380,6993,2.43,114.0,0.01
2923,4,732,7083,4.3500000000000005,110.83333333333333,0.01
2924,6,459,7173,13.47,108.0,0.01
2925,7,478,7263,2.91,111.25,0.01
2926,4,733,7353,2.19,121.66666666666667,0.01
2927,6,460,7443,15.99,135.0,0.01
2928,4,734,7533,0.75,145.0,0.01
2929,7,479,7623,0.21,140.0,0.01
2930,5,381,9081,1.95,133.125,0.01
2931,4,735,8082,19.47,127.5,0.01
2932,4,736,7083,4.3500000000000005,111.66666666666667,0.01
2933,5,382,6993,2.43,115.5,0.01
2934,4,737,7083,4.3500000000000005,112.5,0.01
2935,6,461,7173,13.47,109.0,0.01
2936,7,480,7263,2.91,112.5,0.01
2937,4,738,7353,2.19,123.33333333333333,0.01
2938,6,462,7443,15.99,137.5,0.01
2939,4,739,7533,0.75,150.0,0.01
2940,4,740,9171,1.71,126.42857142857143,0.01
2941,7,481,8172,13.950000000000001,122.5,0.01
2942,6,463,7173,13.47,110.0,0.01
2943,4,741,7083,4.3500000000000005,113.33333333333333,0.01
2944,5,383,6993,2.43,117.0,0.01
2945,4,742,7083,4.3500000000000005,114.16666666666667,0.01
2946,6,464,7173,13.47,111.0,0.01
2947,7,482,7263,2.91,113.75,0.01
2948,4,743,7353,2.19,125.0,0.01
2949,6,465,7443,15.99,140.0,0.01
2950,4,744,9261,1.47,125.0,0.01
2951,6,466,8262,2.43,124.5,0.01
2952,7,483,7263,2.91,115.0,0.01
2953,6,467,7173,13.47,112.0,0.01
2954,4,745,7083,4.3500000000000005,115.0,0.01
2955,5,384,6993,2.43,118.5,0.01
2956,4,746,7083,4.3500000000000005,115.83333333333333,0.01
2957,6,468,7173,13.47,113.0,0.01
2958,7,484,7263,2.91,116.25,0.01
2959,4,747,7353,2.19,126.66666666666667,0.01
2960,8,590,9351,1.23,132.0,0.01
2961,3,178,8352,34.89,133.125,0.01
2962,4,748,7353,2.19,128.33333333333334,0.01
2963,7,485,7263,2.91,117.5,0.01
2964,6,469,7173,13.47,114.0,0.01
2965,4,749,7083,4.3500000000000005,116.66666666666667,0.01
2966,5,385,6993,2.43,120.0,0.01
2967,4,750,7083,4.3500000000000005,117.5,0.01
2968,6,470,7173,13.47,115.0,0.01
2969,7,486,7263,2.91,118.75,0.01
2970,8,591,9441,0.99,142.5,0.01
2971,8,592,8442,1.47,147.5,0.01
2972,6,471,7443,15.99,142.5,0.01
2973,4,751,7353,2.19,130.0,0.01
2974,7,487,7263,2.91,120.0,0.01
2975,6,472,7173,13.47,116.0,0.01
2976,4,752,7083,4.3500000000000005,118.33333333333333,0.01
2977,5,386,6993,2.43,121.5,0.01
2978,4,753,7083,4.3500000000000005,119.16666666666667,0.01
2979,6,473,7173,13.47,117.0,0.01
2980,8,593,9531,0.75,160.0,0.01
2981,3,179,8532,24.27,165.0,0.01
2982,4,754,7533,0.75,155.0,0.01
2983,6,474,7443,15.99,145.0,0.01
2984,4,755,7353,2.19,131.66666666666666,0.01
2985,7,488,7263,2.91,121.25,0.01
2986,6,475,7173,13.47,118.0,0.01
2987,4,756,7083,4.3500000000000005,120.0,0.01
2988,5,387,6993,2.43,123.0,0.01
2989,4,757,7083,4.3500000000000005,120.83333333333333,0.01
2990,4,758,9621,3.33,172.5,0.01
2991,6,476,8622,0.51,172.5,0.01
2992,7,489,7623,0.21,160.0,0.01
2993,4,759,7533,0.75,160.0,0.01
2994,6,477,7443,15.99,147.5,0.01
2995,4,760,7353,2.19,133.33333333333334,0.01
2996,7,490,7263,2.91,122.5,0.01
2998,4,761,7083,4.3500000000000005,121.66666666666667,0.01
2999,5,388,6993,2.43,124.5,0.01
3000,7,491,2997,2.27,77.14285714285714,0.01
3001,4,762,3087,23.91,77.14285714285714,0.01
3002,6,479,3177,1.71,77.14285714285714,0.01
3003,7,492,3267,0.45,77.14285714285714,0.01
3004,4,763,4266,1.47,82.5,0.01
3005,6,480,5265,5.91,90.0,0.01
3006,4,764,6264,29.79,101.25,0.01
3007,7,493,7263,2.91,123.75,0.01
3008,6,481,8262,2.43,126.0,0.01
3009,4,765,9261,1.47,127.5,0.01
3010,4,766,3087,23.91,78.21428571428571,0.01
3011,7,494,2997,2.27,78.75,0.01
3012,4,767,3087,23.91,79.28571428571429,0.01
3013,6,482,3177,1.71,79.28571428571429,0.01
3014,3,180,4176,36.99,78.75,0.01
3015,8,594,5175,3.63,84.0,0.01
3016,2,104,6174,99.92,95.625,0.01
3017,6,483,7173,13.47,120.0,0.01
3018,7,495,8172,13.950000000000001,123.75,0.01
3019,4,768,9171,1.71,128.57142857142858,0.01
3020,6,484,3177,1.71,81.42857142857143,0.01
3021,4,769,3087,23.91,80.35714285714286,0.01
3022,7,496,2997,2.27,80.35714285714286,0.01
3023,4,770,3087,23.91,81.42857142857143,0.01
3024,8,595,4086,4.3500000000000005,77.5,0.01
3025,8,596,5085,4.83,83.25,0.01
3026,8,597,6084,4.83,96.75,0.01
3027,4,771,7083,4.3500000000000005,122.5,0.01
3028,4,772,8082,19.47,128.57142857142858,0.01
3029,5,389,9081,1.95,135.0,0.01
3030,7,497,3267,0.45,85.71428571428571,0.01
3031,6,485,3177,1.71,83.57142857142857,0.01
3032,4,773,3087,23.91,82.5,0.01
3033,7,498,2997,2.27,81.96428571428571,0.01
3034,5,390,3996,24.51,77.72727272727273,0.01
3035,7,499,4995,2.83,84.85714285714286,0.01
3036,7,500,5994,7.79,99.26470588235294,0.01
3037,5,391,6993,2.43,126.0,0.01
3038,7,501,7992,7.63,133.04347826086956,0.01
3039,5,392,8991,1.79,138.46153846153845,0.01
3040,4,774,4266,1.47,85.0,0.01
3041,3,181,4176,36.99,80.0,0.01
3042,8,598,4086,4.3500000000000005,78.33333333333333,0.01
3043,5,393,3996,24.51,79.0909090909091,0.01
3044,8,599,4086,4.3500000000000005,79.16666666666667,0.01
3045,8,600,5085,4.83,84.0,0.01
3046,8,601,6084,4.83,97.5,0.01
3047,4,775,7083,4.3500000000000005,123.33333333333333,0.01
3048,4,776,8082,19.47,129.64285714285714,0.01
3049,5,394,9081,1.95,136.875,0.01
3050,6,486,5265,5.91,91.5,0.01
3051,8,602,5175,3.63,85.0,0.01
3052,8,603,5085,4.83,84.75,0.01
3053,7,502,4995,2.83,86.14285714285714,0.01
3054,8,604,5085,4.83,85.5,0.01
3055,8,605,5175,3.63,86.0,0.01
3056,2,105,6174,99.92,96.5625,0.01
3057,6,487,7173,13.47,121.0,0.01
3058,7,503,8172,13.950000000000001,125.0,0.01
3059,4,777,9171,1.71,130.71428571428572,0.01
3060,4,778,6264,29.79,102.5,0.01
3061,2,106,6174,99.92,97.5,0.01
3062,8,606,6084,4.83,98.25,0.01
3063,7,504,5994,7.79,100.58823529411765,0.01
3064,8,607,6084,4.83,99.0,0.01
3065,2,107,6174,99.92,98.4375,0.01
3066,4,779,6264,29.79,103.75,0.01
3067,7,505,7263,2.91,125.0,0.01
3068,6,488,8262,2.43,127.5,0.01
3069,4,780,9261,1.47,130.0,0.01
3070,7,506,7263,2.91,126.25,0.01
3071,6,489,7173,13.47,122.0,0.01
3072,4,781,7083,4.3500000000000005,124.16666666666667,0.01
3073,5,395,6993,2.43,127.5,0.01
3074,4,782,7083,4.3500000000000005,125.0,0.01
3075,6,490,7173,13.47,123.0,0.01
3076,7,507,7263,2.91,127.5,0.01
3077,4,783,7353,2.19,135.0,0.01
3078,3,182,8352,34.89,135.0,0.01
3079,8,608,9351,1.23,135.0,0.01
3080,6,491,8262,2.43,129.0,0.01
3081,7,508,8172,13.950000000000001,126.25,0.01
3082,4,784,8082,19.47,130.71428571428572,0.01
3083,7,509,7992,7.63,135.0,0.01
3084,4,785,8082,19.47,131.78571428571428,0.01
3085,7,510,8172,13.950000000000001,127.5,0.01
3086,6,492,8262,2.43,130.5,0.01
3088,8,609,8442,1.47,150.0,0.01
3089,8,610,9441,0.99,146.25,0.01
3090,4,786,9261,1.47,132.5,0.01
3091,4,787,9171,1.71,132.85714285714286,0.01
3092,5,396,9081,1.95,138.75,0.01
3093,5,397,8991,1.79,141.92307692307693,0.01
3094,5,398,9081,1.95,140.625,0.01
3095,4,788,9171,1.71,135.0,0.01
3096,4,789,9261,1.47,135.0,0.01
